0.31471,0.33875,0.0020439,6.3807e-06,0.0020376,0
0.00017,0.047448,0.0096127,0.00011099,0.0095017,0
0.26876,0.29735,0.00086992,7.0182e-06,0.0008629,0
0.0009,0.037486,0.050881,0.00044545,0.050436,0
0.52656,0.55687,0.0076112,2.3814e-05,0.0075873,0
0.49189,0.51301,0.0048357,1.921e-05,0.0048165,0
0.47914,0.48955,0.0031049,1.2255e-05,0.0030927,0
0.4872,0.52403,0.0016257,6.911e-06,0.0016188,0
0.48975,0.50763,0.0066175,2.4334e-05,0.0065932,0
0.55137,0.5566,0.010868,4.189e-05,0.010826,0
0.35215,0.43207,0.0016145,9.9743e-06,0.0016045,0
0.07843,0.54719,0.54359,0.00032642,0.54327,0
2.4991,0.16473,0.016376,0.00010158,0.016275,0
0.21884,0.26669,0.056244,0.00013993,0.056104,0
0.12405,0.22712,0.060511,0.00015686,0.060354,0
1.5599,0.24574,0.51122,0.00019595,0.51102,0
0.09225,0.53248,0.47099,0.00033526,0.47065,0
0.0992,0.26104,0.080742,0.00018942,0.080552,0
0.04943,0.37128,0.16546,0.00027503,0.16518,0
0.0925,0.23268,0.030256,9.4103e-05,0.030162,0
0.35417,0.36299,0.0072424,3.457e-05,0.0072079,0
0.18575,0.34228,0.083791,0.00029903,0.083492,0
0.18521,0.3215,0.11486,0.00018594,0.11468,0
0.00015,-0.051883,0.019185,0.00014114,0.019044,0
1.5706,0.053432,1.3563,0.00028398,1.356,0
1.0237,0.33687,0.096841,0.00014374,0.096697,0
0.25981,0.38963,0.090669,0.00018194,0.090487,0
0.09291,0.11823,0.0012392,1.2514e-05,0.0012267,0
0.00021,0.11948,0.0017154,0.00012089,0.0015945,0
0.00087,0.89468,0.98851,0.00019464,0.98831,0
0.10671,0.16381,0.0036144,1.9083e-05,0.0035954,0
0.07523,0.27271,0.069936,0.00016593,0.06977,0
0.1237,0.42637,0.26637,0.0002538,0.26611,0
0.34918,0.34395,0.0041552,2.4809e-05,0.0041304,0
0.74679,0.79456,0.0011042,2.8748e-05,0.0010755,0
1.4011,0.40746,0.25153,0.00012751,0.2514,0
1.5414,0.41298,6.6649,0.00034567,6.6646,0
1.8351,0.21361,1.3379,0.00023663,1.3376,0
1.16,0.41789,0.1435,0.00017143,0.14333,0
0.30835,0.27682,0.007824,4.1274e-05,0.0077828,0
0.18529,0.23169,0.045064,0.00013138,0.044933,0
