0.31471,0.33921,0.0014102,8.323e-06,0.0014019,0
0.00017,0.036754,0.0076817,0.00013082,0.0075508,0
0.26876,0.28865,0.00033799,4.8007e-06,0.00033318,0
0.0009,0.065399,0.022204,0.00046657,0.021738,0
0.52656,0.58318,0.0037682,3.1006e-05,0.0037372,0
0.49189,0.51421,0.010163,3.5012e-05,0.010128,0
0.47914,0.50369,0.0071127,2.5809e-05,0.0070869,0
0.4872,0.52469,0.002282,1.5203e-05,0.0022668,0
0.48975,0.51,0.01161,3.4077e-05,0.011576,0
0.55137,0.54219,0.018953,7.4191e-05,0.018879,0
0.35215,0.43452,0.0020929,1.8648e-05,0.0020743,0
0.07843,0.34657,0.70355,0.00033408,0.70322,0
2.4991,0.14227,0.0054261,0.00025933,0.0051667,0
0.21884,0.21195,0.07223,0.00016224,0.072068,0
0.12405,0.16511,0.044307,0.00014648,0.044161,0
1.5599,0.4058,0.59905,0.00020515,0.59884,0
0.09225,0.32293,0.63037,0.00033919,0.63003,0
0.0992,0.17532,0.035654,0.0001393,0.035515,0
0.04943,0.22231,0.081183,0.00026834,0.080914,0
0.0925,0.15897,0.077607,0.00010959,0.077497,0
0.35417,0.34624,0.0021929,2.7607e-05,0.0021653,0
0.18575,0.19998,0.026627,0.0002364,0.026391,0
0.18521,0.21443,0.25096,0.00026389,0.25069,0
0.00015,-0.036414,0.0014775,0.00010777,0.0013697,0
1.5706,0.15895,0.32813,0.00018592,0.32795,0
1.0237,0.478,1.0002,0.00027978,0.99991,0
0.25981,0.2223,0.24749,0.00017044,0.24731,0
0.09291,0.085958,0.0021724,2.483e-05,0.0021475,0
0.00021,-0.065342,0.0066196,0.000125,0.0064946,0
0.00087,0.07998,0.16745,0.0012885,0.16616,0
0.10671,0.12325,0.004501,3.7343e-05,0.0044636,0
0.07523,0.13816,0.064602,0.00011475,0.064487,0
0.1237,0.24859,0.40093,0.00028497,0.40064,0
0.34918,0.33713,0.0011014,1.4338e-05,0.001087,0
0.74679,0.75728,0.0036449,4.5034e-05,0.0035999,0
