0.31471,0.32265,0.00546,0.001161,0.0054587,0.0011597
0.00017,0.083459,0.0030845,0.00033214,0.003075,0.00032265
0.26876,0.26081,0.0011565,0.00022662,0.0011554,0.00022551
0.0009,0.16124,0.0067411,0.00048538,0.0067168,0.00046107
0.52656,0.53515,0.0081507,0.001061,0.0081471,0.0010573
0.49189,0.49861,0.0070343,0.00072447,0.0070294,0.00071955
0.47914,0.49011,0.0059762,0.00067456,0.0059732,0.00067154
0.4872,0.51146,0.0020821,0.00040137,0.0020807,0.00040003
0.48975,0.50331,0.0081737,0.00024237,0.0081673,0.00023593
0.55137,0.53647,0.011132,0.00069587,0.011123,0.00068704
0.35215,0.40404,0.0030213,0.00086965,0.0030193,0.00086768
0.07843,0.25394,0.18581,5.1801e-05,0.18579,2.8063e-05
2.4991,0.11962,0.0070846,0.00047427,0.0070758,0.00046545
0.21884,0.24471,0.041714,0.00021858,0.041701,0.00020602
0.12405,0.14701,0.030789,0.00011614,0.030777,0.00010425
1.5599,0.46735,0.083195,0.00070781,0.083177,0.00068955
0.09225,0.19742,0.16134,4.3944e-05,0.16132,1.8211e-05
0.0992,0.13512,0.033856,5.6784e-05,0.033842,4.2785e-05
0.04943,0.14759,0.052373,0.00010165,0.052355,8.3507e-05
0.0925,0.16505,0.032303,6.8605e-05,0.032292,5.7757e-05
0.35417,0.37353,0.011431,0.00070643,0.011424,0.00069948
0.18575,0.16961,0.045443,6.3972e-05,0.045415,3.5798e-05
0.18521,0.23858,0.073528,0.00011999,0.073512,0.00010345
0.00015,0.05573,0.0019739,0.00081006,0.0019665,0.00080265
1.5706,0.42731,0.076123,0.0011896,0.076105,0.001172
1.0237,0.55911,0.091102,0.00098786,0.091078,0.00096375
0.25981,0.16191,0.057184,0.00010476,0.057162,8.3057e-05
0.09291,0.086685,0.0022774,0.00032326,0.0022751,0.0003209
0.00021,0.15987,0.0028662,0.0003352,0.0028578,0.00032675
0.00087,0.27107,0.15718,0.00031251,0.15714,0.00027823
0.10671,0.13535,0.0055543,0.00029823,0.0055516,0.00029556
0.07523,0.12007,0.038027,7.0238e-05,0.038012,5.5455e-05
0.1237,0.2098,0.10624,0.00014118,0.10621,0.00011948
0.34918,0.32502,0.0046021,0.00013766,0.0045988,0.00013442
0.74679,0.75223,0.0041581,0.0013745,0.0041531,0.0013694
1.4011,0.34926,0.037896,0.00058328,0.037882,0.00056939
1.5414,0.73133,0.3344,0.0003064,0.33437,0.00027282
1.8351,0.3387,0.060628,0.0007105,0.060614,0.00069592
1.16,0.28024,0.028903,0.00040192,0.028879,0.00037706
0.30835,0.32227,0.0089544,0.00021612,0.0089482,0.00020994
0.18529,0.18697,0.028914,0.00025889,0.028903,0.00024826
0.36418,0.262,0.024287,0.00045323,0.024266,0.00043272
0.10958,0.1413,0.032177,0.00011916,0.032166,0.00010751
0.36916,0.38095,0.0087154,0.00019889,0.0087093,0.00019281
0.12422,0.1314,0.021807,0.0001915,0.021796,0.00018075
0.12246,0.2778,0.04449,7.4323e-05,0.044476,6.0379e-05
0.34771,0.37593,0.012543,0.00079001,0.012534,0.00078131
0.12089,0.16862,0.066267,0.00012692,0.06625,0.00011003
0.11379,0.13764,0.024698,0.00012675,0.024687,0.00011548
0.34645,0.39778,0.015237,0.00043703,0.015227,0.00042726
